,match_id,team_id,team_confederation,referee_id,ref_confederation,yellow_card
755,M-2022-56,T-58,UEFA,R-362,CONCACAF,0
756,M-2022-57,T-18,UEFA,R-325,UEFA,2
757,M-2022-58,T-48,UEFA,R-279,UEFA,8
758,M-2022-59,T-47,CAF,R-432,CONMEBOL,3
759,M-2022-60,T-28,UEFA,R-386,CONMEBOL,1
760,M-2022-61,T-03,CONMEBOL,R-327,UEFA,2
761,M-2022-62,T-30,UEFA,R-362,CONCACAF,0
762,M-2022-63,T-18,UEFA,R-013,AFC,0
763,M-2022-64,T-03,CONMEBOL,R-269,UEFA,5
764,M-1970-01,T-72,UEFA,R-440,UEFA,4
765,M-1970-02,T-40,UEFA,R-115,UEFA,0
766,M-1970-03,T-61,UEFA,R-254,UEFA,0
767,M-1970-04,T-10,UEFA,R-392,UEFA,0
768,M-1970-05,T-27,CONCACAF,R-358,UEFA,0
769,M-1970-06,T-74,UEFA,R-429,UEFA,1
770,M-1970-07,T-21,UEFA,R-043,CONMEBOL,0
771,M-1970-08,T-47,CAF,R-456,UEFA,0
772,M-1970-09,T-06,UEFA,R-394,UEFA,0
773,M-1970-10,T-41,UEFA,R-171,UEFA,0
774,M-1970-11,T-21,UEFA,R-118,CONCACAF,1
775,M-1970-12,T-47,CAF,R-036,UEFA,0
776,M-1970-13,T-27,CONCACAF,R-214,CAF,4
777,M-1970-14,T-40,UEFA,R-427,CAF,2
778,M-1970-15,T-28,UEFA,R-223,UEFA,1
779,M-1970-16,T-10,UEFA,R-329,UEFA,0
780,M-1970-17,T-27,CONCACAF,R-194,CONMEBOL,0
781,M-1970-18,T-84,CONMEBOL,R-234,CONCACAF,0
782,M-1970-19,T-61,UEFA,R-274,UEFA,2
783,M-1970-20,T-56,CONMEBOL,R-008,CONCACAF,0
784,M-1970-21,T-06,UEFA,R-319,CONMEBOL,3
785,M-1970-22,T-40,UEFA,R-466,CONMEBOL,2
786,M-1970-23,T-21,UEFA,R-259,UEFA,1
787,M-1970-24,T-47,CAF,R-371,UEFA,0
788,M-1970-25,T-56,CONMEBOL,R-254,UEFA,0
789,M-1970-26,T-46,CONCACAF,R-394,UEFA,0
790,M-1970-27,T-84,CONMEBOL,R-456,UEFA,3
791,M-1970-28,T-28,UEFA,R-319,CONMEBOL,1
792,M-1970-29,T-84,CONMEBOL,R-329,UEFA,3
793,M-1970-30,T-86,UEFA,R-486,CONMEBOL,2
794,M-1970-31,T-84,CONMEBOL,R-392,UEFA,1
795,M-1970-32,T-41,UEFA,R-171,UEFA,1
796,M-1974-01,T-87,UEFA,R-394,UEFA,2
797,M-1974-02,T-13,CONMEBOL,R-032,UEFA,2
798,M-1974-03,T-04,AFC,R-309,CAF,0
799,M-1974-04,T-64,UEFA,R-397,UEFA,1
800,M-1974-05,T-10,UEFA,R-340,CONMEBOL,0
801,M-1974-06,T-48,UEFA,R-334,UEFA,0
802,M-1974-07,T-34,CONCACAF,R-249,CONMEBOL,1
803,M-1974-08,T-03,CONMEBOL,R-434,UEFA,2
804,M-1974-09,T-86,UEFA,R-308,CAF,0
805,M-1974-10,T-24,UEFA,R-023,UEFA,1
806,M-1974-11,T-09,CONMEBOL,R-452,UEFA,3
807,M-1974-12,T-88,CAF,R-119,CONMEBOL,0
808,M-1974-13,T-84,CONMEBOL,R-429,UEFA,1
809,M-1974-14,T-74,UEFA,R-478,CONCACAF,4
810,M-1974-15,T-41,UEFA,R-218,UEFA,1
811,M-1974-16,T-57,UEFA,R-424,AFC,0
812,M-1974-17,T-13,CONMEBOL,R-311,AFC,0
813,M-1974-18,T-87,UEFA,R-177,CONCACAF,3
814,M-1974-19,T-09,CONMEBOL,R-360,UEFA,1
815,M-1974-20,T-86,UEFA,R-043,CONMEBOL,0
816,M-1974-21,T-48,UEFA,R-061,AFC,3
817,M-1974-22,T-84,CONMEBOL,R-247,UEFA,1
818,M-1974-23,T-34,CONCACAF,R-389,UEFA,1
819,M-1974-24,T-41,UEFA,R-475,UEFA,1
820,M-1974-25,T-86,UEFA,R-271,CONMEBOL,2
821,M-1974-26,T-24,UEFA,R-434,UEFA,2
822,M-1974-27,T-03,CONMEBOL,R-115,UEFA,1
823,M-1974-28,T-57,UEFA,R-043,CONMEBOL,2
824,M-1974-29,T-09,CONMEBOL,R-254,UEFA,0
825,M-1974-30,T-48,UEFA,R-394,UEFA,0
826,M-1974-31,T-87,UEFA,R-171,UEFA,0
827,M-1974-32,T-74,UEFA,R-218,UEFA,1
828,M-1974-33,T-86,UEFA,R-247,UEFA,0
829,M-1974-34,T-24,UEFA,R-429,UEFA,1
830,M-1974-35,T-09,CONMEBOL,R-440,UEFA,2
831,M-1974-36,T-87,UEFA,R-341,CONMEBOL,2
832,M-1974-37,T-57,UEFA,R-023,UEFA,1
833,M-1974-38,T-86,UEFA,R-429,UEFA,1
834,M-1978-01,T-57,UEFA,R-319,CONMEBOL,0
835,M-1978-02,T-30,UEFA,R-360,UEFA,2
836,M-1978-03,T-46,CONCACAF,R-178,UEFA,0
837,M-1978-04,T-36,UEFA,R-166,UEFA,2
838,M-1978-05,T-73,UEFA,R-334,UEFA,0
839,M-1978-06,T-74,UEFA,R-434,UEFA,1
840,M-1978-07,T-38,AFC,R-177,CONCACAF,0
841,M-1978-08,T-64,UEFA,R-142,UEFA,0
842,M-1978-09,T-36,UEFA,R-043,CONMEBOL,2
843,M-1978-10,T-79,CAF,R-276,UEFA,0
844,M-1978-11,T-46,CONCACAF,R-064,AFC,1
845,M-1978-12,T-30,UEFA,R-131,UEFA,1
846,M-1978-13,T-74,UEFA,R-103,UEFA,0
847,M-1978-14,T-73,UEFA,R-174,UEFA,1
848,M-1978-15,T-56,CONMEBOL,R-353,UEFA,0
849,M-1978-16,T-38,AFC,R-309,CAF,0
850,M-1978-17,T-36,UEFA,R-097,CONMEBOL,0
851,M-1978-18,T-46,CONCACAF,R-311,AFC,0
852,M-1978-19,T-79,CAF,R-181,CONMEBOL,1
853,M-1978-20,T-41,UEFA,R-223,UEFA,1
854,M-1978-21,T-05,UEFA,R-482,UEFA,0
855,M-1978-22,T-74,UEFA,R-057,UEFA,1
856,M-1978-23,T-38,AFC,R-207,UEFA,0
857,M-1978-24,T-48,UEFA,R-247,UEFA,0
858,M-1978-25,T-48,UEFA,R-178,UEFA,0
859,M-1978-26,T-86,UEFA,R-266,UEFA,0
860,M-1978-27,T-56,CONMEBOL,R-360,UEFA,0
861,M-1978-28,T-57,UEFA,R-142,UEFA,1
862,M-1978-29,T-57,UEFA,R-336,UEFA,2
863,M-1978-30,T-05,UEFA,R-373,UEFA,0
864,M-1978-31,T-86,UEFA,R-043,CONMEBOL,1
865,M-1978-32,T-09,CONMEBOL,R-334,UEFA,0
866,M-1978-33,T-86,UEFA,R-223,UEFA,1
867,M-1978-34,T-48,UEFA,R-276,UEFA,2
868,M-1978-35,T-57,UEFA,R-408,CONMEBOL,0
869,M-1978-36,T-56,CONMEBOL,R-482,UEFA,0
870,M-1978-37,T-41,UEFA,R-223,UEFA,1
871,M-1978-38,T-48,UEFA,R-174,UEFA,3
872,M-1982-01,T-06,UEFA,R-092,UEFA,1
873,M-1982-02,T-57,UEFA,R-459,UEFA,1
874,M-1982-03,T-72,UEFA,R-232,UEFA,0
875,M-1982-04,T-11,CAF,R-479,UEFA,1
876,M-1982-05,T-27,CONCACAF,R-010,AFC,0
877,M-1982-06,T-49,OFC,R-415,CONCACAF,0
878,M-1982-07,T-01,CAF,R-230,CONMEBOL,1
879,M-1982-08,T-30,UEFA,R-166,UEFA,0
880,M-1982-09,T-35,CONCACAF,R-203,CONMEBOL,0
881,M-1982-10,T-05,UEFA,R-081,CONMEBOL,2
882,M-1982-11,T-45,AFC,R-134,CAF,0
883,M-1982-12,T-52,UEFA,R-154,UEFA,1
884,M-1982-13,T-56,CONMEBOL,R-143,UEFA,1
885,M-1982-14,T-36,UEFA,R-231,CAF,0
886,M-1982-15,T-64,UEFA,R-337,CONCACAF,0
887,M-1982-16,T-11,CAF,R-348,UEFA,2
888,M-1982-17,T-27,CONCACAF,R-302,UEFA,2
889,M-1982-18,T-49,OFC,R-017,CAF,0
890,M-1982-19,T-13,CONMEBOL,R-160,UEFA,2
891,M-1982-20,T-21,UEFA,R-103,UEFA,1
892,M-1982-21,T-87,UEFA,R-257,UEFA,2
893,M-1982-22,T-05,UEFA,R-061,AFC,0
894,M-1982-23,T-45,AFC,R-423,UEFA,2
895,M-1982-24,T-52,UEFA,R-089,AFC,0
896,M-1982-25,T-56,CONMEBOL,R-460,CONCACAF,1
897,M-1982-26,T-36,UEFA,R-476,UEFA,0
898,M-1982-27,T-64,UEFA,R-360,UEFA,1
899,M-1982-28,T-11,CAF,R-129,UEFA,1
900,M-1982-29,T-27,CONCACAF,R-042,CONMEBOL,3
901,M-1982-30,T-49,OFC,R-283,UEFA,0
902,M-1982-31,T-13,CONMEBOL,R-295,CONCACAF,1
903,M-1982-32,T-21,UEFA,R-084,UEFA,1
904,M-1982-33,T-87,UEFA,R-086,CONMEBOL,1
905,M-1982-34,T-05,UEFA,R-447,UEFA,2
906,M-1982-35,T-45,AFC,R-026,CONMEBOL,1
907,M-1982-36,T-52,UEFA,R-328,CONMEBOL,2
908,M-1982-37,T-30,UEFA,R-334,UEFA,0
909,M-1982-38,T-06,UEFA,R-337,CONCACAF,0
910,M-1982-39,T-03,CONMEBOL,R-360,UEFA,3
911,M-1982-40,T-28,UEFA,R-097,CONMEBOL,0
912,M-1982-41,T-52,UEFA,R-353,UEFA,0
913,M-1982-42,T-72,UEFA,R-459,UEFA,1
914,M-1982-43,T-09,CONMEBOL,R-460,CONCACAF,2
915,M-1982-44,T-73,UEFA,R-084,UEFA,3
916,M-1982-45,T-52,UEFA,R-207,UEFA,1
917,M-1982-46,T-57,UEFA,R-447,UEFA,2
918,M-1982-47,T-09,CONMEBOL,R-223,UEFA,0
919,M-1982-48,T-28,UEFA,R-348,UEFA,1
920,M-1982-49,T-41,UEFA,R-081,CONMEBOL,1
921,M-1982-50,T-30,UEFA,R-103,UEFA,2
922,M-1982-51,T-30,UEFA,R-166,UEFA,1
923,M-1982-52,T-86,UEFA,R-097,CONMEBOL,3
924,M-1986-01,T-41,UEFA,R-154,UEFA,2
925,M-1986-02,T-09,CONMEBOL,R-040,AFC,1
926,M-1986-03,T-30,UEFA,R-406,CONMEBOL,0
927,M-1986-04,T-71,AFC,R-388,UEFA,2
928,M-1986-05,T-36,UEFA,R-006,UEFA,0
929,M-1986-06,T-57,UEFA,R-278,CONMEBOL,0
930,M-1986-07,T-46,CONCACAF,R-145,CONMEBOL,2
931,M-1986-08,T-52,UEFA,R-074,UEFA,3
932,M-1986-09,T-28,UEFA,R-382,UEFA,2
933,M-1986-10,T-39,AFC,R-345,CAF,1
934,M-1986-11,T-86,UEFA,R-092,UEFA,0
935,M-1986-12,T-22,UEFA,R-313,UEFA,1
936,M-1986-13,T-03,CONMEBOL,R-220,UEFA,2
937,M-1986-14,T-72,UEFA,R-027,CONMEBOL,2
938,M-1986-15,T-10,UEFA,R-014,AFC,1
939,M-1986-16,T-12,CONCACAF,R-015,AFC,3
940,M-1986-17,T-01,CAF,R-295,CONCACAF,0
941,M-1986-18,T-47,CAF,R-176,CONMEBOL,2
942,M-1986-19,T-55,CONMEBOL,R-105,UEFA,2
943,M-1986-20,T-73,UEFA,R-069,UEFA,1
944,M-1986-21,T-58,UEFA,R-055,CAF,0
945,M-1986-22,T-06,UEFA,R-122,CONMEBOL,1
946,M-1986-23,T-64,UEFA,R-198,UEFA,3
947,M-1986-24,T-84,CONMEBOL,R-272,CONCACAF,3
948,M-1986-25,T-30,UEFA,R-407,UEFA,2
949,M-1986-26,T-12,CONCACAF,R-439,CAF,0
950,M-1986-27,T-10,UEFA,R-442,CONCACAF,0
951,M-1986-28,T-41,UEFA,R-415,CONCACAF,3
952,M-1986-29,T-46,CONCACAF,R-343,UEFA,0
953,M-1986-30,T-06,UEFA,R-129,UEFA,1
954,M-1986-31,T-57,UEFA,R-110,UEFA,0
955,M-1986-32,T-47,CAF,R-414,UEFA,0
956,M-1986-33,T-73,UEFA,R-426,AFC,1
957,M-1986-34,T-09,CONMEBOL,R-222,UEFA,0
958,M-1986-35,T-86,UEFA,R-348,UEFA,2
959,M-1986-36,T-84,CONMEBOL,R-357,UEFA,3
960,M-1986-37,T-10,UEFA,R-027,CONMEBOL,1
961,M-1986-38,T-06,UEFA,R-154,UEFA,1
962,M-1986-39,T-57,UEFA,R-382,UEFA,3
963,M-1986-40,T-84,CONMEBOL,R-006,UEFA,4
964,M-1986-41,T-30,UEFA,R-145,CONMEBOL,1
965,M-1986-42,T-86,UEFA,R-343,UEFA,0
966,M-1986-43,T-55,CONMEBOL,R-015,AFC,1
967,M-1986-44,T-73,UEFA,R-220,UEFA,3
968,M-1986-45,T-30,UEFA,R-198,UEFA,0
969,M-1986-46,T-46,CONCACAF,R-122,CONMEBOL,6
970,M-1986-47,T-28,UEFA,R-055,CAF,1
971,M-1986-48,T-06,UEFA,R-222,UEFA,2
972,M-1986-49,T-86,UEFA,R-006,UEFA,1
973,M-1986-50,T-06,UEFA,R-272,CONCACAF,1
974,M-1986-51,T-30,UEFA,R-105,UEFA,0
975,M-1986-52,T-86,UEFA,R-027,CONMEBOL,2
976,M-1990-01,T-11,CAF,R-459,UEFA,2
977,M-1990-02,T-61,UEFA,R-081,CONMEBOL,1
978,M-1990-03,T-16,CONMEBOL,R-105,UEFA,0
979,M-1990-04,T-05,UEFA,R-481,CONMEBOL,1
980,M-1990-05,T-21,UEFA,R-383,UEFA,2
981,M-1990-06,T-74,UEFA,R-235,UEFA,1
982,M-1990-07,T-87,UEFA,R-299,UEFA,0
983,M-1990-08,T-64,UEFA,R-255,CONMEBOL,0
984,M-1990-09,T-60,UEFA,R-396,UEFA,0
985,M-1990-10,T-71,AFC,R-286,CONCACAF,1
986,M-1990-11,T-26,CAF,R-416,UEFA,1
987,M-1990-12,T-73,UEFA,R-224,UEFA,2
988,M-1990-13,T-72,UEFA,R-154,UEFA,1
989,M-1990-14,T-61,UEFA,R-406,CONMEBOL,1
990,M-1990-15,T-16,CONMEBOL,R-006,UEFA,0
991,M-1990-16,T-83,CONCACAF,R-094,CONCACAF,1
992,M-1990-17,T-21,UEFA,R-413,UEFA,2
993,M-1990-18,T-82,AFC,R-417,UEFA,2
994,M-1990-19,T-17,CONCACAF,R-211,CAF,2
995,M-1990-20,T-64,UEFA,R-261,CONMEBOL,1
996,M-1990-21,T-48,UEFA,R-343,UEFA,0
997,M-1990-22,T-26,CAF,R-453,UEFA,1
998,M-1990-23,T-84,CONMEBOL,R-222,UEFA,1
999,M-1990-24,T-73,UEFA,R-206,CONMEBOL,0
1000,M-1990-25,T-61,UEFA,R-407,UEFA,3
1001,M-1990-26,T-72,UEFA,R-481,CONMEBOL,1
1002,M-1990-27,T-16,CONMEBOL,R-414,UEFA,3
1003,M-1990-28,T-82,AFC,R-426,AFC,3
1004,M-1990-29,T-83,CONCACAF,R-015,AFC,4
1005,M-1990-30,T-21,UEFA,R-357,UEFA,2
1006,M-1990-31,T-64,UEFA,R-224,UEFA,2
1007,M-1990-32,T-17,CONCACAF,R-343,UEFA,2
1008,M-1990-33,T-73,UEFA,R-255,CONMEBOL,0
1009,M-1990-34,T-84,CONMEBOL,R-235,UEFA,2
1010,M-1990-35,T-26,CAF,R-383,UEFA,2
1011,M-1990-36,T-48,UEFA,R-459,UEFA,1
1012,M-1990-37,T-16,CONMEBOL,R-235,UEFA,2
1013,M-1990-38,T-17,CONCACAF,R-222,UEFA,2
1014,M-1990-39,T-03,CONMEBOL,R-357,UEFA,3
1015,M-1990-40,T-48,UEFA,R-255,CONMEBOL,2
1016,M-1990-41,T-61,UEFA,R-481,CONMEBOL,2
1017,M-1990-42,T-84,CONMEBOL,R-105,UEFA,4
1018,M-1990-43,T-87,UEFA,R-396,UEFA,3
1019,M-1990-44,T-06,UEFA,R-299,UEFA,0
1020,M-1990-45,T-87,UEFA,R-383,UEFA,2
1021,M-1990-46,T-41,UEFA,R-407,UEFA,1
1022,M-1990-47,T-86,UEFA,R-224,UEFA,1
1023,M-1990-48,T-28,UEFA,R-094,CONCACAF,1
1024,M-1990-49,T-41,UEFA,R-459,UEFA,1
1025,M-1990-50,T-28,UEFA,R-481,CONMEBOL,2
1026,M-1990-51,T-28,UEFA,R-357,UEFA,0
1027,M-1990-52,T-03,CONMEBOL,R-094,CONCACAF,2
1028,M-1994-01,T-07,CONMEBOL,R-067,CONCACAF,4
1029,M-1994-02,T-71,AFC,R-299,UEFA,2
1030,M-1994-03,T-75,UEFA,R-233,CONMEBOL,2
1031,M-1994-04,T-60,UEFA,R-450,UEFA,3
1032,M-1994-05,T-61,UEFA,R-015,AFC,1
1033,M-1994-06,T-47,CAF,R-436,CONMEBOL,3
1034,M-1994-07,T-46,CONCACAF,R-354,UEFA,1
1035,M-1994-08,T-74,UEFA,R-431,CONMEBOL,1
1036,M-1994-09,T-62,UEFA,R-246,CAF,3
1037,M-1994-10,T-63,AFC,R-123,UEFA,3
1038,M-1994-11,T-33,UEFA,R-022,CONCACAF,2
1039,M-1994-12,T-73,UEFA,R-087,CONMEBOL,3
1040,M-1994-13,T-10,UEFA,R-033,CONCACAF,1
1041,M-1994-14,T-75,UEFA,R-211,CAF,0
1042,M-1994-15,T-16,CONMEBOL,R-037,UEFA,1
1043,M-1994-16,T-53,UEFA,R-227,UEFA,2
1044,M-1994-17,T-07,CONMEBOL,R-305,UEFA,4
1045,M-1994-18,T-60,UEFA,R-383,UEFA,2
1046,M-1994-19,T-11,CAF,R-067,CONCACAF,2
1047,M-1994-20,T-62,UEFA,R-357,UEFA,3
1048,M-1994-21,T-48,UEFA,R-275,CONMEBOL,5
1049,M-1994-22,T-47,CAF,R-127,UEFA,2
1050,M-1994-23,T-50,CAF,R-216,UEFA,2
1051,M-1994-24,T-33,UEFA,R-071,AFC,4
1052,M-1994-25,T-16,CONMEBOL,R-299,UEFA,3
1053,M-1994-26,T-61,UEFA,R-450,UEFA,2
1054,M-1994-27,T-73,UEFA,R-033,CONCACAF,2
1055,M-1994-28,T-71,AFC,R-357,UEFA,1
1056,M-1994-29,T-46,CONCACAF,R-233,CONMEBOL,3
1057,M-1994-30,T-53,UEFA,R-436,CONMEBOL,2
1058,M-1994-31,T-11,CAF,R-015,AFC,2
1059,M-1994-32,T-74,UEFA,R-354,UEFA,1
1060,M-1994-33,T-63,AFC,R-227,UEFA,2
1061,M-1994-34,T-48,UEFA,R-431,CONMEBOL,2
1062,M-1994-35,T-10,UEFA,R-211,CAF,6
1063,M-1994-36,T-50,CAF,R-305,UEFA,2
1064,M-1994-37,T-06,UEFA,R-383,UEFA,1
1065,M-1994-38,T-75,UEFA,R-450,UEFA,4
1066,M-1994-39,T-74,UEFA,R-275,CONMEBOL,3
1067,M-1994-40,T-03,CONMEBOL,R-332,UEFA,4
1068,M-1994-41,T-60,UEFA,R-299,UEFA,0
1069,M-1994-42,T-83,CONCACAF,R-357,UEFA,5
1070,M-1994-43,T-41,UEFA,R-067,CONCACAF,5
1071,M-1994-44,T-10,UEFA,R-015,AFC,5
1072,M-1994-45,T-73,UEFA,R-354,UEFA,2
1073,M-1994-46,T-09,CONMEBOL,R-033,CONCACAF,1
1074,M-1994-47,T-31,UEFA,R-436,CONMEBOL,5
1075,M-1994-48,T-74,UEFA,R-127,UEFA,3
1076,M-1994-49,T-41,UEFA,R-357,UEFA,2
1077,M-1994-50,T-09,CONMEBOL,R-436,CONMEBOL,1
1078,M-1994-51,T-10,UEFA,R-071,AFC,1
1079,M-1994-52,T-41,UEFA,R-354,UEFA,2
1080,M-1998-01,T-64,UEFA,R-164,UEFA,1
1081,M-1998-02,T-53,UEFA,R-444,AFC,0
1082,M-1998-03,T-13,CONMEBOL,R-063,CAF,3
1083,M-1998-04,T-05,UEFA,R-175,CONMEBOL,1
1084,M-1998-05,T-10,UEFA,R-359,AFC,4
1085,M-1998-06,T-22,UEFA,R-085,CONMEBOL,3
1086,M-1998-07,T-70,CAF,R-369,CONMEBOL,1
1087,M-1998-08,T-50,CAF,R-035,CONCACAF,1
1088,M-1998-09,T-46,CONCACAF,R-051,UEFA,2
1089,M-1998-10,T-06,UEFA,R-098,UEFA,2
1090,M-1998-11,T-44,AFC,R-450,UEFA,3
1091,M-1998-12,T-38,AFC,R-431,CONMEBOL,0
1092,M-1998-13,T-18,UEFA,R-294,UEFA,2
1093,M-1998-14,T-79,CAF,R-324,AFC,3
1094,M-1998-15,T-16,CONMEBOL,R-246,CAF,1
1095,M-1998-16,T-83,CONCACAF,R-050,CAF,2
1096,M-1998-17,T-53,UEFA,R-446,UEFA,2
1097,M-1998-18,T-47,CAF,R-245,UEFA,2
1098,M-1998-19,T-05,UEFA,R-012,CAF,1
1099,M-1998-20,T-11,CAF,R-244,AFC,4
1100,M-1998-21,T-22,UEFA,R-435,CONMEBOL,3
1101,M-1998-22,T-63,AFC,R-067,CONCACAF,2
1102,M-1998-23,T-10,UEFA,R-390,CONMEBOL,2
1103,M-1998-24,T-55,CONMEBOL,R-290,CAF,2
1104,M-1998-25,T-18,UEFA,R-361,CONCACAF,2
1105,M-1998-26,T-46,CONCACAF,R-111,UEFA,2
1106,M-1998-27,T-71,AFC,R-480,UEFA,2
1107,M-1998-28,T-87,UEFA,R-315,UEFA,0
1108,M-1998-29,T-43,CONCACAF,R-339,UEFA,3
1109,M-1998-30,T-38,AFC,R-292,UEFA,2
1110,M-1998-31,T-79,CAF,R-193,UEFA,2
1111,M-1998-32,T-28,UEFA,R-046,UEFA,0
1112,M-1998-33,T-11,CAF,R-446,UEFA,0
1113,M-1998-34,T-05,UEFA,R-132,UEFA,4
1114,M-1998-35,T-53,UEFA,R-035,CONCACAF,2
1115,M-1998-36,T-47,CAF,R-071,AFC,1
1116,M-1998-37,T-22,UEFA,R-098,UEFA,2
1117,M-1998-38,T-63,AFC,R-390,CONMEBOL,1
1118,M-1998-39,T-55,CONMEBOL,R-444,AFC,0
1119,M-1998-40,T-10,UEFA,R-450,UEFA,2
1120,M-1998-41,T-71,AFC,R-369,CONMEBOL,4
1121,M-1998-42,T-46,CONCACAF,R-359,AFC,4
1122,M-1998-43,T-38,AFC,R-175,CONMEBOL,1
1123,M-1998-44,T-87,UEFA,R-012,CAF,2
1124,M-1998-45,T-18,UEFA,R-050,CAF,4
1125,M-1998-46,T-43,CONCACAF,R-051,UEFA,2
1126,M-1998-47,T-28,UEFA,R-067,CONCACAF,2
1127,M-1998-48,T-79,CAF,R-244,AFC,2
1128,M-1998-49,T-53,UEFA,R-193,UEFA,3
1129,M-1998-50,T-13,CONMEBOL,R-046,UEFA,2
1130,M-1998-51,T-55,CONMEBOL,R-071,AFC,5
1131,M-1998-52,T-22,UEFA,R-292,UEFA,1
1132,M-1998-53,T-46,CONCACAF,R-294,UEFA,2
1133,M-1998-54,T-87,UEFA,R-164,UEFA,3
1134,M-1998-55,T-18,UEFA,R-085,CONMEBOL,2
1135,M-1998-56,T-28,UEFA,R-315,UEFA,2
1136,M-1998-57,T-30,UEFA,R-111,UEFA,2
1137,M-1998-58,T-22,UEFA,R-012,CAF,3
1138,M-1998-59,T-03,CONMEBOL,R-067,CONCACAF,2
1139,M-1998-60,T-18,UEFA,R-339,UEFA,2
1140,M-1998-61,T-48,UEFA,R-071,AFC,4
1141,M-1998-62,T-18,UEFA,R-164,UEFA,3
1142,M-1998-63,T-18,UEFA,R-175,CONMEBOL,4
1143,M-1998-64,T-30,UEFA,R-050,CAF,4
1144,M-2002-01,T-65,CAF,R-071,AFC,1
1145,M-2002-02,T-11,CAF,R-212,AFC,1
1146,M-2002-03,T-22,UEFA,R-268,AFC,2
1147,M-2002-04,T-63,AFC,R-024,CONMEBOL,1
1148,M-2002-05,T-50,CAF,R-461,UEFA,1
1149,M-2002-06,T-70,CAF,R-298,UEFA,4
1150,M-2002-07,T-74,UEFA,R-409,CONMEBOL,2
1151,M-2002-08,T-69,UEFA,R-182,CAF,2
1152,M-2002-09,T-46,CONCACAF,R-256,AFC,0
1153,M-2002-10,T-80,UEFA,R-221,AFC,3
1154,M-2002-11,T-25,CONMEBOL,R-186,CONCACAF,3
1155,M-2002-12,T-17,CONCACAF,R-458,UEFA,4
1156,M-2002-13,T-06,UEFA,R-285,CONCACAF,3
1157,M-2002-14,T-57,UEFA,R-384,CONMEBOL,3
1158,M-2002-15,T-79,CAF,R-351,CONCACAF,2
1159,M-2002-16,T-58,UEFA,R-304,CONMEBOL,2
1160,M-2002-17,T-60,UEFA,R-315,UEFA,0
1161,M-2002-18,T-65,CAF,R-045,CONCACAF,1
1162,M-2002-19,T-63,AFC,R-189,UEFA,1
1163,M-2002-20,T-84,CONMEBOL,R-363,CONCACAF,4
1164,M-2002-21,T-50,CAF,R-330,CONMEBOL,1
1165,M-2002-22,T-55,CONMEBOL,R-012,CAF,3
1166,M-2002-23,T-28,UEFA,R-098,UEFA,2
1167,M-2002-24,T-69,UEFA,R-387,CONMEBOL,4
1168,M-2002-25,T-18,UEFA,R-347,UEFA,1
1169,M-2002-26,T-14,AFC,R-155,UEFA,0
1170,M-2002-27,T-25,CONMEBOL,R-108,CAF,5
1171,M-2002-28,T-80,UEFA,R-096,AFC,3
1172,M-2002-29,T-62,UEFA,R-297,UEFA,3
1173,M-2002-30,T-83,CONCACAF,R-292,UEFA,2
1174,M-2002-31,T-06,UEFA,R-401,AFC,1
1175,M-2002-32,T-57,UEFA,R-111,UEFA,2
1176,M-2002-33,T-30,UEFA,R-294,UEFA,1
1177,M-2002-34,T-84,CONMEBOL,R-474,UEFA,5
1178,M-2002-35,T-31,UEFA,R-253,UEFA,8
1179,M-2002-36,T-60,UEFA,R-310,CAF,1
1180,M-2002-37,T-28,UEFA,R-186,CONCACAF,0
1181,M-2002-38,T-03,CONMEBOL,R-071,AFC,3
1182,M-2002-39,T-55,CONMEBOL,R-363,CONCACAF,2
1183,M-2002-40,T-73,UEFA,R-268,AFC,0
1184,M-2002-41,T-09,CONMEBOL,R-012,CAF,1
1185,M-2002-42,T-14,AFC,R-384,CONMEBOL,2
1186,M-2002-43,T-18,UEFA,R-285,CONCACAF,2
1187,M-2002-44,T-41,UEFA,R-409,CONMEBOL,5
1188,M-2002-45,T-62,UEFA,R-315,UEFA,4
1189,M-2002-46,T-44,AFC,R-461,UEFA,0
1190,M-2002-47,T-83,CONCACAF,R-256,AFC,1
1191,M-2002-48,T-71,AFC,R-387,CONMEBOL,4
1192,M-2002-49,T-55,CONMEBOL,R-045,CONCACAF,1
1193,M-2002-50,T-28,UEFA,R-297,UEFA,1
1194,M-2002-51,T-65,CAF,R-024,CONMEBOL,2
1195,M-2002-52,T-60,UEFA,R-155,UEFA,0
1196,M-2002-53,T-83,CONCACAF,R-294,UEFA,5
1197,M-2002-54,T-06,UEFA,R-351,CONCACAF,1
1198,M-2002-55,T-80,UEFA,R-098,UEFA,3
1199,M-2002-56,T-41,UEFA,R-304,CONMEBOL,5
1200,M-2002-57,T-09,CONMEBOL,R-363,CONCACAF,0
1201,M-2002-58,T-83,CONCACAF,R-111,UEFA,5
1202,M-2002-59,T-71,AFC,R-012,CAF,1
1203,M-2002-60,T-80,UEFA,R-384,CONMEBOL,2
1204,M-2002-61,T-71,AFC,R-292,UEFA,1
1205,M-2002-62,T-80,UEFA,R-315,UEFA,2
1206,M-2002-63,T-80,UEFA,R-268,AFC,2
1207,M-2002-64,T-09,CONMEBOL,R-098,UEFA,1
1208,M-2006-01,T-17,CONCACAF,R-137,CONMEBOL,1
1209,M-2006-02,T-25,CONMEBOL,R-212,AFC,2
1210,M-2006-03,T-55,CONMEBOL,R-377,CONCACAF,1
